CocktailId,CocktailName,CanonicalKey,IsApproved,IsPopular,Source,GlassType,TimePeriod,LegacyFlavorProfile,CurrentTagsAll,Aesthetic,"Build Method","Build Pattern","Cocktail Family","Flavor Profile",Mood,Occasion,Strength,Texture
145,Paloma,cocktail_recipe_book::paloma,Yes,Yes,"Cocktail Recipe Book","",Classic,"Sweet and Tart","Build Method: Built | Build Method: Shaken | Build Pattern: Long Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Flavor Profile: Citrusy | Flavor Profile: Refreshing | Mood: Poolside | Occasion: Summer | Strength: Sessionable","","Built | Shaken","Long Drink | Simple 3-Ingredient | Spirit + Citrus + Sweet","","Citrusy | Refreshing",Poolside,Summer,Sessionable,""
235,"Papaya Banana Restorative",ultimate_bar_book_the_comprehensive_guid::papaya_banana_restorative,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","","","","","","","","","",""
236,"Paper Plane",user_added::paper_plane,Yes,No,"User Added",Coupe,Modern,"","Build Method: Shaken | Build Pattern: Equal Parts | Build Pattern: Served Up | Build Pattern: Simple 4-Ingredient | Cocktail Family: Sour | Flavor Profile: Bitter","",Shaken,"Equal Parts | Served Up | Simple 4-Ingredient",Sour,Bitter,"","","",""
14,Paradise,cocktail_recipe_book::paradise,Yes,No,"Cocktail Recipe Book","",Classic,"Citrusy and Complex","Build Method: Shaken","",Shaken,"","","","","","",""
237,"Paradise Cooler",ultimate_bar_book_the_comprehensive_guid::paradise_cooler,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","Build Pattern: Long Drink | Cocktail Family: Cooler","","","Long Drink",Cooler,"","","","",""
15,"Pegu Club",cocktail_recipe_book::pegu_club,Yes,No,"Cocktail Recipe Book","",Classic,"Tart and Spirit-Forward","Build Method: Shaken | Build Pattern: Served Up | Build Pattern: Simple 4-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Sour | Flavor Profile: Citrusy","",Shaken,"Served Up | Simple 4-Ingredient | Spirit + Citrus + Sweet",Sour,Citrusy,"","","",""
75,Penicillin,cocktail_recipe_book::penicillin,Yes,Yes,"Cocktail Recipe Book","",Modern,"Smoky and Spicy","Build Method: Shaken | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Sour | Flavor Profile: Spicy | Flavor Profile: Warming","",Shaken,"Spirit + Citrus + Sweet",Sour,"Spicy | Warming","","","",""
238,"Pink Grapefruit",ultimate_bar_book_the_comprehensive_guid::pink_grapefruit,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","","","","","","","","","",""
102,"Piña Colada","cocktail_recipe_book::piña_colada",Yes,No,"Cocktail Recipe Book","","","Smooth and Fruity","Build Pattern: Tiki Multi-Ingredient | Flavor Profile: Creamy | Flavor Profile: Tropical | Mood: Playful | Mood: Poolside | Occasion: Summer | Texture: Creamy","","","Tiki Multi-Ingredient","","Creamy | Tropical","Playful | Poolside",Summer,"",Creamy
103,"Piña Colada (Blended)","cocktail_recipe_book::piña_colada_blended",Yes,No,"Cocktail Recipe Book","","","","Build Method: Blended | Build Pattern: Frozen Cocktail","",Blended,"Frozen Cocktail","","","","","",""
241,"Piña Un-Colada",ultimate_bar_book_the_comprehensive_guid::pi_a_un_colada,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","Strength: Low-ABV","","","","","","","",Low-ABV,""
104,"Planter's Punch",cocktail_recipe_book::planters_punch,Yes,No,"Cocktail Recipe Book","","","Sweet and Spicy","Build Pattern: Complex Spec | Build Pattern: Tiki Multi-Ingredient | Flavor Profile: Tropical","","","Complex Spec | Tiki Multi-Ingredient","",Tropical,"","","",""
242,"Plum Mango Lassi",ultimate_bar_book_the_comprehensive_guid::plum_mango_lassi,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","Build Method: Blended | Build Pattern: Frozen Cocktail | Flavor Profile: Creamy | Texture: Creamy","",Blended,"Frozen Cocktail","",Creamy,"","","",Creamy
188,"Ponce de Leon",cocktail_recipe_book::ponce_de_leon,Yes,No,"Cocktail Recipe Book","",Classic,"Balanced and Bubbly","","","","","","","","","",""
76,Presbyterian,cocktail_recipe_book::presbyterian,Yes,No,"Cocktail Recipe Book","",Classic,"Subtle and Spicy","Build Method: Built | Build Pattern: Long Drink | Strength: Sessionable","",Built,"Long Drink","","","","",Sessionable,""
77,"Purple Heather",cocktail_recipe_book::purple_heather,Yes,No,"Cocktail Recipe Book","",Modern,"Sweet and Simple","","","","","","","","","",""
243,"Raspberry Pamplemousse Cocktail",ultimate_bar_book_the_comprehensive_guid::raspberry_pamplemousse_cocktail,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","","","","","","","","","",""
204,"Red Hook (by Enzo Enrico)",cocktail_recipe_book::red_hook_by_enzo_enrico,Yes,No,"Cocktail Recipe Book","",Modern,"Tart and Spirit-forward","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Spirit-Forward | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Spirit-Forward","","","","",Spirit-Forward,""
174,Renaissance,cocktail_recipe_book::renaissance,Yes,No,"Cocktail Recipe Book","",Modern,"Citrusy and Complex","","","","","","","","","",""
78,"Rob Roy",cocktail_recipe_book::rob_roy,Yes,No,"Cocktail Recipe Book","",Classic,"Strong and Spirit-forward","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit-Forward | Flavor Profile: Bitter | Mood: Sophisticated | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Simple 3-Ingredient | Spirit-Forward","",Bitter,Sophisticated,"",Spirit-Forward,""
205,"Rock n' Rye",cocktail_recipe_book::rock_n_rye,Yes,No,"Cocktail Recipe Book","",Modern,"Sweet and Citrusy","","","","","","","","","",""
146,Rosita,cocktail_recipe_book::rosita,Yes,No,"Cocktail Recipe Book","",Modern,"Dry and Bitter","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Spirit-Forward | Flavor Profile: Bitter | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Spirit-Forward","",Bitter,"","",Spirit-Forward,""
244,"Roy Rogers",ultimate_bar_book_the_comprehensive_guid::roy_rogers,Yes,No,"Ultimate Bar Book: the Comprehensive Guide","","","","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Topped With Soda | Flavor Profile: Fizzy | Strength: Low-ABV | Strength: Sessionable","",Built,"Long Drink | Topped With Soda","",Fizzy,"","","Low-ABV | Sessionable",""
189,"Royal Mojito",cocktail_recipe_book::royal_mojito,Yes,No,"Cocktail Recipe Book","",Modern,"Minty and Refreshing","Build Method: Muddled","",Muddled,"","","","","","",""
147,"Rude Cosmopolitan",cocktail_recipe_book::rude_cosmopolitan,Yes,No,"Cocktail Recipe Book","",Modern,"Fruity and Sweet","","","","","","","","","",""
105,"Rum Caipirinha",cocktail_recipe_book::rum_caipirinha,Yes,No,"Cocktail Recipe Book","",Classic,"Citrusy and Spirit-forward","Build Method: Muddled","",Muddled,"","","","","","",""
106,"Rum Dum",cocktail_recipe_book::rum_dum,Yes,No,"Cocktail Recipe Book","",Vintage,"Sweet and Refreshing","","","","","","","","","",""
107,"Rum Punch",cocktail_recipe_book::rum_punch,Yes,No,"Cocktail Recipe Book","","","Fruity and Sweet","","","","","","","","","",""
108,"Rum Runner",cocktail_recipe_book::rum_runner,Yes,No,"Cocktail Recipe Book","","","Sweet and Citrusy","Build Pattern: Complex Spec | Build Pattern: Tiki Multi-Ingredient | Flavor Profile: Tropical","","","Complex Spec | Tiki Multi-Ingredient","",Tropical,"","","",""
109,"Rum Swizzle",cocktail_recipe_book::rum_swizzle,Yes,No,"Cocktail Recipe Book","","","Sweet and Citrusy","Build Method: Swizzled | Build Pattern: Over Crushed Ice | Cocktail Family: Swizzle","",Swizzled,"Over Crushed Ice",Swizzle,"","","","",""
79,"Rusty Compass",cocktail_recipe_book::rusty_compass,Yes,No,"Cocktail Recipe Book","",Modern,"Sweet and Spirit-forward","","","","","","","","","",""
80,"Rusty Nail",cocktail_recipe_book::rusty_nail,Yes,No,"Cocktail Recipe Book","",Classic,"Bitter and Spirit-forward","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Simple 2-Ingredient | Build Pattern: Spirit-Forward | Flavor Profile: Warming | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Simple 2-Ingredient | Spirit-Forward","",Warming,"","",Spirit-Forward,""
206,"Rye and Pomegranate Punch",cocktail_recipe_book::rye_and_pomegranate_punch,Yes,No,"Cocktail Recipe Book","",Modern,"Fruity and Sweet","","","","","","","","","",""
190,"Sandeman Sparkler",cocktail_recipe_book::sandeman_sparkler,Yes,No,"Cocktail Recipe Book","",Modern,"Bubbly and Sweet","","","","","","","","","",""
38,"Saratoga Cocktail #1",cocktail_recipe_book::saratoga_cocktail_#1,Yes,No,"Cocktail Recipe Book","",Vintage,"Bitter and Spirit-forward","","","","","","","","","",""
39,Sazerac,cocktail_recipe_book::sazerac,Yes,Yes,"Cocktail Recipe Book","",Classic,"Dry and Spirit-forward","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit-Forward | Flavor Profile: Bitter | Mood: Sophisticated | Strength: High-Octane | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Simple 3-Ingredient | Spirit-Forward","",Bitter,Sophisticated,"","High-Octane | Spirit-Forward",""
65,Scofflaw,cocktail_recipe_book::scofflaw,Yes,No,"Cocktail Recipe Book","",Classic,"Sweet and Spirit-forward","","","","","","","","","",""
81,"Scotch Old-Fashioned",cocktail_recipe_book::scotch_old_fashioned,Yes,No,"Cocktail Recipe Book","",Classic,"Simple and Strong","Build Method: Stirred | Build Pattern: Served Up | Build Pattern: Short Drink | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit-Forward | Strength: Spirit-Forward","",Stirred,"Served Up | Short Drink | Simple 3-Ingredient | Spirit-Forward","","","","",Spirit-Forward,""
83,"Scotch Sour",cocktail_recipe_book::scotch_sour,Yes,No,"Cocktail Recipe Book","",Classic,"Sweet and Smooth","Build Method: Shaken | Build Pattern: Simple 3-Ingredient | Build Pattern: Spirit + Citrus + Sweet | Cocktail Family: Sour | Flavor Profile: Citrusy | Flavor Profile: Sour | Flavor Profile: Warming","",Shaken,"Simple 3-Ingredient | Spirit + Citrus + Sweet",Sour,"Citrusy | Sour | Warming","","","",""
82,"Scotch and Soda",cocktail_recipe_book::scotch_and_soda,Yes,No,"Cocktail Recipe Book","",Classic,"Simple and Smooth","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Simple 2-Ingredient | Cocktail Family: Highball | Flavor Profile: Fizzy | Flavor Profile: Refreshing | Strength: Sessionable","",Built,"Long Drink | Simple 2-Ingredient",Highball,"Fizzy | Refreshing","","",Sessionable,""
129,Screwdriver,cocktail_recipe_book::screwdriver,Yes,No,"Cocktail Recipe Book","",Classic,"Sweet and Citrusy","Build Method: Built | Build Pattern: Long Drink | Build Pattern: Simple 2-Ingredient","",Built,"Long Drink | Simple 2-Ingredient","","","","","",""
130,"Sea Breeze",cocktail_recipe_book::sea_breeze,Yes,No,"Cocktail Recipe Book","",Modern,"Fruity and Refreshing","Build Method: Built | Build Pattern: Long Drink | Flavor Profile: Fizzy | Flavor Profile: Refreshing | Strength: Sessionable","",Built,"Long Drink","","Fizzy | Refreshing","","",Sessionable,""
131,"Sex on the Beach",cocktail_recipe_book::sex_on_the_beach,Yes,No,"Cocktail Recipe Book","",Modern,"Sweet and Fruity","Mood: Playful","","","","","",Playful,"","",""
40,"Sherman Cocktail",cocktail_recipe_book::sherman_cocktail,Yes,No,"Cocktail Recipe Book","",Modern,"Herbal and Spirit-forward","","","","","","","","","",""
